,,,,,,,,,,,,,,,,,
,#,अध्याय,नाम,श्लोक,खोज-शब्द,,,,,,,Ref,Link,श्रेणी,विषय,वक्ता,सारांश 
,550,14,गुणत्रयविभाग योग,26,निरंतर,पूजा,अनन्य,भक्ति,योग,पहुँचना,,14.26,550 14.26.mp4,3,मोक्ष,कृष्ण,भक्तियोग के द्वारा निरन्तर उनकी आराधना करने से गुणों से ऊपर उठकर ब्रह्म की प्राप्ति होती है।
,551,14,गुणत्रयविभाग योग,27,अनंत,प्रजापति,अमर,अडिग,शाश्वत,परमानन्द,,14.27,551 14.27.mp4,3,परम,कृष्ण,"श्री कृष्ण अनंत ब्रह्म, अपरिवर्तनशील, अमर, सनातन धर्म और परमानन्द के आधार हैं"
,552,15,पुरुषोत्तम योग,1,अविनाशी,निर्माण,परम,निर्माता,पेड़,वेदों,,15.1,552 15.1.mp4,4,ज्ञान,कृष्ण,"संसार एक अविनाशी वृक्ष है जिसकी जड़ें ऊपर की ओर परमात्मा में हैं, तथा जिसके पत्ते ब्रह्म और वेद हैं।"
,553,15,पुरुषोत्तम योग,2,गुणों,शाखाओं,जड़ों,शरीर,आत्मा,क्षेत्रों,,15.2,553 15.2.mp4,4,ज्ञान,कृष्ण,"वह वृक्ष सभी दिशाओं में फैला हुआ है, जिसके तने प्राणियों के रूप में हैं, तथा जो आत्मा को शरीर के कर्मों से बांधता है।"
,554,15,पुरुषोत्तम योग,3,प्रकृति,प्रौढ़,अंत,आरम्भ,काटना,विराग,,15.3, 554 15.3.mp4,3,ज्ञान,कृष्ण,"इस वृक्ष का प्रतिनिधित्व नहीं किया जा सकता, इसे दुर्जेय वैराग्य कुल्हाड़ी से काटा जा सकता है"
,555,15,पुरुषोत्तम योग,4,लगन,परम,पुनर्जन्म ,हल ,ध्यान,समर्पित,,15.4,555 15.4.mp4,3,मोक्ष,कृष्ण,"मनुष्य को लगनपूर्वक परमपद की खोज करनी चाहिए, न कि नश्वर संसार में लौटना चाहिए।"
,556,15,पुरुषोत्तम योग,5,ढंग,माया,गर्व,लगाव,प्रतिरक्षा,विलोम,,15.5,556 15.5.mp4,4,त्याग ,कृष्ण,"ज्ञानी पुरुष मोह और अभिमान से मुक्त होकर, आसक्ति रहित होकर तथा समस्त कामनाओं से रहित होकर परमपद को प्राप्त करते हैं।"
,557,15,पुरुषोत्तम योग,6,स्पष्ट ,परम,दीप्तिमान,प्राप्त,पुनर्जन्म ,संसार,,15.6,557 15.6.mp4,2,परम,कृष्ण,मेरा (कृष्ण का) परम तत्व परम आत्म-प्रकाशमान अवस्था है
,558,15,पुरुषोत्तम योग,7,शाश्वत,जीवात्मा,कण,मस्तिष्क,चेतना,प्रकृति,,15.7,558 15.7.mp4,3,आत्मा,कृष्ण,"जीवात्मा स्वयं को, मन और इन्द्रियों को खींचती है, और यह प्रकृति में निवास करती है।"
,559,15,पुरुषोत्तम योग,8,वायु ,सुगन्ध,जीवात्मा,मस्तिष्क,चेतना,शरीर,,15.8,559 15.8.mp4,4,आत्मा,कृष्ण,"जीवात्मा इन्द्रियों और मन को अपने साथ नहीं ले जाता, तथा उपार्जित शरीर में चला जाता है।"
,560,15,पुरुषोत्तम योग,9,संबंधित,चेतना,जीवात्मा,मस्तिष्क,आनंद,वस्तुओं,,15.9,560 15.9.mp4,2,आत्मा,कृष्ण,जीवात्मा इन्द्रियों के विषयों का आनन्द लेता है
,561,15,पुरुषोत्तम योग,10,अनजान,प्रस्थान,आवास,जुड़े,आत्मा,बुद्धि,,15.10,561 15.10.mp4,3,आत्मा,कृष्ण,केवल ज्ञानचक्षु ही यह जानते हैं कि आत्मा इन्द्रिय विषयों का भोग नहीं करती।
,562,15,पुरुषोत्तम योग,11,प्रयास,योगियों,समझना,अनजान,शुद्ध,प्रयासों,,15.11,562 15.11.mp4,3,आध्यात्मिकता,कृष्ण,अशुद्ध हृदय अपने प्रयत्नों के बावजूद इस आत्मा को नहीं जानते
,563,15,पुरुषोत्तम योग,12,प्रकाशवान,सौर,चमक,चंद्रमा,आग,प्रकाश,,15.12,563 15.12.mp4,2,परम,कृष्ण,सारा प्रकाश/प्रकाश कृष्ण है
,564,15,पुरुषोत्तम योग,13,व्याप्त,मिट्टी,जीव,जीवन-रस ,ऊर्जा,पालन ,,15.13, 564 15.13.mp4,2,परम,कृष्ण,"कृष्ण ही हैं जो मिट्टी में व्याप्त हैं, मिट्टी को पोषण देते हैं और मिट्टी को जीवनदायिनी ऊर्जा प्रदान करते हैं।"
,565,15,पुरुषोत्तम योग,14,आग,शरीर,जीव,एकाकार,साँस,संग्रह,,15.14, 565 15.14.mp4,2,परम,कृष्ण,कृष्ण पाचक अग्नि और श्वास लेने वाली वायु हैं
,566,15,पुरुषोत्तम योग,15,आसीन,दिल,जीव,याद,कारण,ज्ञान,,15.15,566 15.15.mp4,4,परम,कृष्ण,"कृष्ण आत्मा, ज्ञान, तर्क और स्मृति हैं। उन्हें वेदों के माध्यम से जाना जा सकता है। वे इनके मूल और ज्ञाता हैं।"
,567,15,पुरुषोत्तम योग,16,नाशवान ,पुरुष,जीवात्मा,अविनाशी,संसार,प्राणी,,15.16,567 15.16.mp4,3,आत्मा,कृष्ण,"शरीर नाशवान है, जीवात्मा अविनाशी है। ये दो प्रकार के पुरुष हैं।"
,568,15,पुरुषोत्तम योग,17,परम,व्यक्ति,संसारों,धरना,आत्मा,रखना,,15.17,568 15.17.mp4,2,परम,कृष्ण,सर्वोच्च व्यक्ति को सर्वोच्च भगवान कहा जाता है
,569,15,पुरुषोत्तम योग,18,नाशवान ,आगे,संसार,पुरुषोत्तम,पदार्थ,वेदों,,15.18,569 15.18.mp4,3,परम,कृष्ण,"श्री कृष्ण नाशवान संसार और पदार्थ से परे हैं, आत्मा से श्रेष्ठ हैं, इसलिए उन्हें पुरुषोत्तम कहा जाता है"
,570,15,पुरुषोत्तम योग,19,समझना,ढंग,परम,निरंतर,पूजा,सर्वव्यापी,,15.19,570 15.19.mp4,3,परम,कृष्ण,"बुद्धिमान व्यक्ति उसे सर्वोच्च के रूप में जानता है, और निरंतर उसकी पूजा करता है"
,571,15,पुरुषोत्तम योग,20,गुप्त,शिक्षण,प्रदान,पकड़ने,सार,उद्देश्य,,15.20,571 15.20.mp4,4,ज्ञान,कृष्ण,"इस प्रकार अत्यंत गूढ़ शिक्षा प्रदान की गई, जिसे समझकर व्यक्ति बुद्धिमान और सफल बनता है।"
,572,16,दैवासुरसम्पद्विभाग योग,1,निडर,पवित्रता,ध्यान,दान,नियंत्रण,शुचिता,,16.1,572 16.1.mp4,4,व्यक्तित्व,कृष्ण,"निर्भयता, पवित्रता, ध्यान, दान, संयम, पूजा, अग्निहोत्र, वेदों का अध्ययन एवं अध्यापन, जप, कष्ट सहना और सदाचार"
,573,16,दैवासुरसम्पद्विभाग योग,2,सच्चा,सद्गुण ,करुणा,अहिंस,क्रोध,संतुलन,,16.2,571 16.2.mp4,4,व्यक्तित्व,कृष्ण,"अहिंसा, सत्य, सज्जनता, क्रोध न , कर्तापन न , धैर्य, दया, निन्दा न , आसक्ति न और वेदों का अनुशासन"
,574,16,दैवासुरसम्पद्विभाग योग,3,गौरव,पवित्रता,सहनशीलता,शत्रुता,गर्व,निधि,,16.3,572 16.3.mp4,4,व्यक्तित्व,कृष्ण,"उदात्तता, सहनशीलता, धैर्य, शत्रुता और अभिमान का अभाव; ये दिव्य उपहारों के लक्षण हैं।"
,575,16,दैवासुरसम्पद्विभाग योग,4,पाखंड,मूल्य ,अहंकार,कठोरता,क्रोध,अज्ञान,,16.4,573 16.4.mp4,4,व्यक्तित्व,कृष्ण,"पाखंड, अहंकार, घमंड, क्रोध, कठोरता और अज्ञानता राक्षसी गुणों के लक्षण हैं"
,576,16,दैवासुरसम्पद्विभाग योग,5,निधि,अनुकूल,मुक्ति,आसुरी,दासता,प्रवृत्तियों,,16.5,574 16.5.mp4,3,व्यक्तित्व,कृष्ण,"दैवी संपदा मुक्ति के लिए अनुकूल है, लेकिन आसुरी संपदा बंधन का कारण बनती है"
,577,16,दैवासुरसम्पद्विभाग योग,6,नियन्त्रण ,दिव्य,आसुरी,स्वभाव,प्रकृति,संसार,,16.6,577 16.6.mp4,1,व्यक्तित्व,कृष्ण,"संसार में केवल दो प्रकार के व्यक्ति हैं, दैवीय या राक्षसी स्वभाव वाले"
,578,16,दैवासुरसम्पद्विभाग योग,7,आसुरी,सच्चा,गतिविधि,संयम,पवित्रता,आचरण,,16.7,578 16.7.mp4,4,व्यक्तित्व,कृष्ण,"राक्षसी लोग उचित कर्म और उचित संयम दोनों नहीं जानते, इसलिए वे पवित्रता, अच्छे आचरण या सत्य से रहित होते हैं।"
,579,16,दैवासुरसम्पद्विभाग योग,8,आसुरी,नींव,अवास्तविक,नास्तिक,मिलन,वासना,,16.8,579 16.8.mp4,5,व्यक्तित्व,कृष्ण,"राक्षसी लोग मानते हैं कि संसार का कोई आधार नहीं है, यह असत्य और ईश्वरविहीन है; यह केवल वासना से उत्पन्न हुआ है।"
,580,16,दैवासुरसम्पद्विभाग योग,9,असत्य ,विनाश,भयानक,शत्रु,नीच,मानवता,,16.9,580 16.9.mp4,4,व्यक्तित्व,कृष्ण,"झूठे दृष्टिकोण, नीच और भयानक कर्मों वाले राक्षसी लोग मानवजाति के विनाशकारी शत्रु हैं"
,581,16,दैवासुरसम्पद्विभाग योग,10,आनन्द ,लालची,इच्छाएँ,सिद्धांतों,अज्ञान,पाखंड,,16.10,581 16.10.mp4,5,व्यक्तित्व,कृष्ण,"अतृप्त इच्छाओं और अज्ञानता के साथ, अशुद्ध आचरण वाले राक्षसी लोग पाखंड, अभिमान और अज्ञानता से भरे होते हैं"
,582,16,दैवासुरसम्पद्विभाग योग,11,असंख्य,चिन्ताओं,मृत्यु,आनंद,आस्था,सीमा,,16.11,582 16.11.mp4,3,व्यक्तित्व,कृष्ण,"जीवन की अंतहीन चिंताओं के साथ, वे कामुक सुखों के प्रति समर्पित रहते हैं, और मानते हैं कि वे आनन्द की सीमा हैं"
,583,16,दैवासुरसम्पद्विभाग योग,12,अपेक्षा,दासता,वासना,क्रोध,एकत्र ,कामुक,,16.12,583 16.12.mp4,5,व्यक्तित्व,कृष्ण,"अनेक प्रकार की आशाओं, वासना और क्रोध के बंधनों के साथ, वे अनुचित तरीकों से धन और कामुक सुख की वस्तुओं को इकट्ठा करने का प्रयास करते हैं"
,584,16,दैवासुरसम्पद्विभाग योग,13,सुरक्षित,समझना,महत्वाकांक्षा,संपत्ति,पहले,मेरा,,16.13,584 16.13.mp4,5,माया,कृष्ण,"वे अपनी उपलब्धियों पर गर्व महसूस करते हैं और अपनी महत्वाकांक्षाओं के लिए योजना बनाते हैं, ताकि लगातार अधिक कमा सकें"
,585,16,दैवासुरसम्पद्विभाग योग,14,शत्रु,मृत,भगवान,आनंद,शक्तियाँ,बलवान ,,16.14,585 16.14.mp4,3,माया,कृष्ण,"वे शत्रु को मारने का दंभ भरते हैं और और अधिक शत्रुओं को मारने की इच्छा रखते हैं, स्वयं को शक्तिशाली और सुख भोगने वाला मानते हैं।"
,586,16,दैवासुरसम्पद्विभाग योग,15,धनवान,परिवार,समान,अभिनय ,अंधा,अज्ञान,,16.15,586 16.15.mp4,5,माया,कृष्ण,"वे अपने कुल, धन, यज्ञ, दान और पुण्य पर गर्व करते हैं, क्योंकि अज्ञानी होने के कारण उनके समान कोई नहीं है।"
,587,16,दैवासुरसम्पद्विभाग योग,16,माया,व्यसनी ,कामुक,व्यग्र,सोचा,पिशाची ,,16.16,587 16.16.mp4,3,माया,कृष्ण,"मोह में लिपटे हुए, भोगों में आसक्त, विचारों से मोहित, आसुरी लोग घोर नरक में गिरते हैं॥"
,588,16,दैवासुरसम्पद्विभाग योग,17,मदमस्त ,पवित्र,परम्परा,अभिमानी,घमंडी,हवन,,16.17,588 16.17.mp4,3,माया,कृष्ण,धन और सम्मान के नशे में चूर होकर वे पवित्र अनुष्ठानों का पालन किए बिना केवल दिखावे के लिए हवनदान करते हैं
,589,16,दैवासुरसम्पद्विभाग योग,18,अहंकार,बल,अभिमान ,घृणा,वासना,क्रोध,,16.18,589 16.18.mp4,3,माया,कृष्ण,"जो लोग अपने शरीर और दूसरों के मन में रहते हैं, वे कृष्ण का तिरस्कार करते हैं।"
,590,16,दैवासुरसम्पद्विभाग योग,19,घृणा,पापी,निर्दयी,क्रूर ,गर्भ,दानवी ,,16.19, 590 16.19.mp4,4,निर्माण,कृष्ण,कृष्ण इन क्रूर और नीचतम पुरुषों को बार-बार राक्षसी योनियों में डालते हैं
,591,16,दैवासुरसम्पद्विभाग योग,20,असफलता,मूर्ख,जीवन,आसुरी,निचला,गर्भ,,16.20,591 16.20.mp4,2,फल,कृष्ण,"कृष्ण तक पहुँचने में असफल होने पर, वे वास्तव में निम्न लोकों में डूब जाते हैं"
,592,16,दैवासुरसम्पद्विभाग योग,21,इच्छा,क्रोध,लालच,पतन,नरक,आत्मा,,16.21,592 16.21.mp4,3,फल,कृष्ण,"स्वर्ग प्राप्त करने के लिए मनुष्य को काम, लोभ और क्रोध (नरक के तीन द्वार) का त्याग चाहिए।"
,593,16,दैवासुरसम्पद्विभाग योग,22,मुक्त,नरक,द्वार ,मोक्ष,लक्ष्य,परम,,16.22,593 16.22.mp4,3,फल,कृष्ण,"मनुष्य अपने मोक्ष के लिए, परम लक्ष्य की प्राप्ति के लिए कार्य करता है"
,594,16,दैवासुरसम्पद्विभाग योग,23,रोक,मनमाना,पूर्णता,धर्मग्रंथों,लक्ष्य,प्रसन्नता,,16.23,594 16.23.mp4,5,फल,कृष्ण,अपनी मनमर्जी से मनमाने तरीके से काम करने से कुछ हासिल नहीं होता
,595,16,दैवासुरसम्पद्विभाग योग,24,धर्मग्रंथ,मार्गदर्शक,ठानना,अभिनय ,कर्म,ठहराया,,16.24,595 16.24.mp4,4,तकदीर,कृष्ण,शास्त्र कर्म और कर्मों के निर्धारण में मार्गदर्शन करते हैं। शास्त्रों के अनुसार कर्म चाहिए।
,596,17,श्राद्धत्रयविभाग योग,1,आस्था,पूजा,रोक,धर्मग्रंथों,देवताओं,संपन्न,,17.1,596 17.1.mp4,2,प्रकृति,अर्जुन,"एक आस्थावान और दूसरा शास्त्रों की अवहेलना करने वाला, वे कहाँ खड़े हैं? सत्व, रज या तम?"
,597,17,श्राद्धत्रयविभाग योग,2,अशिक्षित,जन्मजात,आस्था,सात्विक,राजसिक,तामसिक,,17.2,597 17.2.mp4,2,आस्था,कृष्ण,"अशिक्षित सहज श्रद्धा तीन प्रकार की होती है सात्विक, राजसिक, तामसिक"
,598,17,श्राद्धत्रयविभाग योग,3,आस्था,पुष्टि,मानसिक,स्वभाव,प्रकृति,सचमुच,,17.3,598 17.3.mp4,3,आस्था,कृष्ण,"सभी मनुष्यों का विश्वास उनके मानसिक स्वभाव की पुष्टि करता है, इस प्रकार विश्वास की प्रकृति मनुष्य की प्रकृति है"
,599,17,श्राद्धत्रयविभाग योग,4,पूजा,देवता,पिशाच,आत्माओं,प्रेत ,मृत,,17.4,599 17.4.mp4,4,आस्था,कृष्ण,"सात्विक लोग देवताओं की पूजा करते हैं, राजसिक लोग देवताओं या राक्षसों की पूजा करते हैं, तामसिक लोग मृतकों या भूतों की आत्माओं की पूजा करते हैं"
,600,17,श्राद्धत्रयविभाग योग,5,अभ्यास,गंभीर,आसक्त,मनमाना,तपस्या,पाखंड,,17.5,600 17.5.mp4,3,आस्था,कृष्ण,"राक्षस लोग मनमाना तप करते हैं, उनमें पाखंड, अहंकार, दंभ, कामना और आसक्ति होती है"
,601,17,श्राद्धत्रयविभाग योग,6,दुर्बल ,तत्वों,परम,आसुरी,आत्मा,अचेतन,,17.6,601 17.6.mp4,3,आस्था,कृष्ण,वे मूर्ख लोग अपने शरीर और भीतर की परम आत्मा को क्षीण कर देते हैं।
,602,17,श्राद्धत्रयविभाग योग,7,जन्मजात,स्वभाव,भोजन,त्याग ,तपस्या,दान,,17.7,602 17.7.mp4,2,गुण,कृष्ण,"भोजन, यज्ञ, तप और दान भी तीन प्रकार के होते हैं, जो अलग-अलग लोगों को उनकी प्रवृत्ति के अनुसार स्वीकार्य होते हैं।"
,603,17,श्राद्धत्रयविभाग योग,8,दीर्घायु ,बुद्धिमत्ता,शक्ति ,प्रसन्नता,स्वास्थ्य,उत्साह,,17.8,603 17.8.mp4,4,भोजन,कृष्ण,"सात्विक भोजन दीर्घायु, बुद्धि, शक्ति, स्वास्थ्य, प्रसन्नता और उत्साह को बढ़ाता है; यह रसदार, रसीला, ठोस और स्वाभाविक रूप से सुखद होता है।"
,604,17,श्राद्धत्रयविभाग योग,9,कड़वा,ऊष्ण,कटु,खट्टा,नमकीन,ज्वलनशील ,,17.9,604 17.9.mp4,4,भोजन,कृष्ण,"राजसिक भोजन कड़वा, खट्टा, नमकीन, अधिक गर्म, तीखा, सूखा और जलन पैदा करने वाला होता है; यह दुख, शोक और बीमारी का कारण बनता है।"
,605,17,श्राद्धत्रयविभाग योग,10,अधपका ,फीका,सड़ा,बासी,प्रदूषित,अशुद्ध,,17.10,605 17.10.mp4,4,भोजन,कृष्ण,"तामसिक भोजन खराब तरीके से पकाया गया, स्वादहीन, सड़ा हुआ, बासी, प्रदूषित और अशुद्ध होता है।"
,606,17,श्राद्धत्रयविभाग योग,11,त्याग ,ठहराया,आध्यात्मिक,रोक,अपेक्षा ,पुनर्जन्म ,,17.11,606 17.11.mp4,4,यज्ञ,कृष्ण,"शास्त्रोक्त विधि के अनुसार, बिना किसी अपेक्षा के कर्तव्य समझकर किया गया यज्ञ सात्विक है।"
,607,17,श्राद्धत्रयविभाग योग,12,त्याग ,प्रदर्शन ,फल,अभिनय ,राजसिक,,,17.12,607 17.12.mp4,4,यज्ञ,कृष्ण,राजसिक यज्ञ या तो दिखावे के लिए या फिर फल प्राप्ति के लिए किया जाता है।
,608,17,श्राद्धत्रयविभाग योग,13,त्याग ,भोजन,शुल्क,मंत्र,आस्था,तामसिक,,17.13,608 17.13.mp4,4,यज्ञ,कृष्ण,"तामसिक यज्ञ शास्त्र विरुद्ध है, बिना अन्न या शुल्क दान के तथा बिना जप या श्रद्धा के"
,609,17,श्राद्धत्रयविभाग योग,14,पूजा,गुरु,ब्राह्मण,बड़ों,पवित्रता,तपस्या,,17.14,609 17.14.mp4,4,तपस्या,कृष्ण,"शारीरिक तप में देवताओं, ब्राह्मणों, गुरु, वृद्धजनों और महात्माओं की पूजा; साथ ही पवित्रता, सरलता, संयम और अहिंसा भी सम्मिलित है।"
,610,17,श्राद्धत्रयविभाग योग,15,शब्द,चिढ़,सच्चा,सहमत,अध्ययन,तपस्या,,17.15,610 17.15.mp4,4,तपस्या,कृष्ण,"वाचिक तप सत्य, स्वीकार्य और हितकर भाषण है जो किसी को कष्ट न पहुंचाए; साथ ही शास्त्रों का अध्ययन और जप भी।"
,611,17,श्राद्धत्रयविभाग योग,16,हंसमुख,सौम्यता,नियंत्रण,चिंतन,पवित्रता,भावनाएँ,,17.16,611 17.16.mp4,4,तपस्या,कृष्ण,"मन की तपस्या प्रसन्नता, शांति, ईश्वर का चिंतन, भावनाओं पर नियंत्रण और पवित्रता है।"
,612,17,श्राद्धत्रयविभाग योग,17,तिगुना,तपस्या,परम,अपेक्षा ,आस्था,सात्विक,,17.17,612 17.17.mp4,2,तपस्या,कृष्ण,त्रिविध सात्विक तपस्या योगीजन परम श्रद्धा के साथ करते हैं और बदले में कुछ भी अपेक्षा नहीं रखते।
,613,17,श्राद्धत्रयविभाग योग,18,तपस्या,आराधना,स्वार्थी,क्षणिक,ढुलमुल,राजसिक,,17.18,613 17.18.mp4,4,तपस्या,कृष्ण,"राजसिक तपस्या प्रसिद्धि, सम्मान, आराधना या अन्य स्वार्थी उद्देश्यों के लिए की जाती है और अनिश्चित या क्षणिक फल देती है"
,614,17,श्राद्धत्रयविभाग योग,19,तपस्या,प्रतिकूलता,चोट,अपमान,अभिप्रेत,तामसिक,,17.19,614 17.19.mp4,4,तपस्या,कृष्ण,"तामसिक तपस्या का अभ्यास विकृति, आत्म-पीड़ा या दूसरों को नुकसान पहुंचाने के इरादे से किया जाता है"
,615,17,श्राद्धत्रयविभाग योग,20,दान,कर्तव्य,योग्य,उपयुक्त,पुनर्जन्म ,सात्विक,,17.20,615 17.20.mp4,5,दान,कृष्ण,"सात्विक दान कर्तव्य की भावना से, बिना किसी प्रतिफल की अपेक्षा के, उचित समय और स्थान पर, योग्य व्यक्ति को दिया जाता है।"
,616,17,श्राद्धत्रयविभाग योग,21,दान,अनिच्छा,वस्तु ,सेवा,पुरस्कार,राजसिक,,17.21,616 17.21.mp4,4,दान,कृष्ण,"राजसिक दान अनिच्छा से दिया जाता है, बदले में कुछ सेवा या पुरस्कार की अपेक्षा के साथ"
,617,17,श्राद्धत्रयविभाग योग,22,दान,अनुग्रह,हेय,अयोग्य,स्थान ,तामसिक,,17.22,617 17.22.mp4,4,दान,कृष्ण,"तामसिक दान बिना किसी शुभ भावना के, तिरस्कारपूर्ण भावना से, समय और स्थान से बाहर, किसी अयोग्य व्यक्ति को दिया जाता है।"
,618,17,श्राद्धत्रयविभाग योग,23,तिगुना,पदवी,निरपेक्ष,ब्राह्मण,वेदों,यज्ञ,,17.23,618 17.23.mp4,3,परम,कृष्ण,"ॐ, तत्, सत् ये परमब्रह्म के तीन नाम हैं, जिनसे ब्राह्मण, वेद और यज्ञ की रचना हुई।"
,619,17,श्राद्धत्रयविभाग योग,24,त्याग ,दान,तपस्या,पवित्र,महान,पाठ,,17.24,619 17.24.mp4,3,यज्ञ,कृष्ण,"श्रेष्ठ लोग यज्ञ, दान और तपस्या के कार्यों का आरंभ ईश्वरीय नाम ॐ के उच्चारण से करते हैं।"
,620,17,श्राद्धत्रयविभाग योग,25,सर्वशक्तिमान,लक्षित,पदवी,मोक्ष,साधक,पुनर्जन्म ,,17.25,620 17.25.mp4,3,मोक्ष,कृष्ण,"मोक्ष चाहने वाले लोग यज्ञ, तप और दान के कार्य करते हैं, यह जानते हुए कि सब कुछ परमपिता परमात्मा का है।"
,621,17,श्राद्धत्रयविभाग योग,26,सच ,भलाई,ईश्वर,प्रशंसनीय,समझ,,,17.26,621 17.26.mp4,3,परम,कृष्ण,"सत् का प्रयोग प्रशंसनीय कार्य, सत्य और भलाई के अर्थ में किया जाता है"
,622,17,श्राद्धत्रयविभाग योग,27,त्याग ,तपस्या,दान,दृढ़,कर्म,परम,,17.27,622 17.27.mp4,2,परम,कृष्ण,तपस्या और परमात्मा को सत् कहा गया है।
,623,17,श्राद्धत्रयविभाग योग,28,यज्ञ,तपस्या,काम,शून्य,आस्था,उपयोग ,,17.28, 623 17.28.mp4,2,ज्ञान,कृष्ण,असत का न तो यहां कोई लाभ है और न ही परलोक में कोई लाभ है
,624,18,मोक्ष संन्यास योग,1,बलवान,हन्ता ,भिन्न ,संन्यास,सच,त्याग,,18.1,624 18.1.mp4,1,त्याग,अर्जुन,संन्यास और त्याग के बीच अंतर पर प्रश्न
,625,18,मोक्ष संन्यास योग,2,ऋषि,संन्यास,कर्म,विचारकों,इच्छा,त्यागना,,18.2,625 18.2.mp4,2,त्याग,कृष्ण,"कुछ ऋषिगण इच्छापूर्ण कर्मों का त्याग करने को त्याग मानते हैं, तथा कुछ अन्य ऋषिगण फल का त्याग करने को त्याग मानते हैं।"
,626,18,मोक्ष संन्यास योग,3,ढंग,कर्म ,बुराई,त्याग ,दान,तपस्या,,18.3,626 18.3.mp4,1,त्याग,कृष्ण,"यज्ञ, दान और तप का त्याग चाहिए या नहीं, यह प्रश्न"
,627,18,मोक्ष संन्यास योग,4,निष्कर्ष,घोषित,सात्विक,त्याग,तामसिक,राजसिक,,18.4,627 18.4.mp4,1,त्याग,कृष्ण,गुणों के आधार पर त्याग को भी तीन अलग-अलग रूपों में पहचाना जाता है
,628,18,मोक्ष संन्यास योग,5,त्याग ,तपस्या,दान,शोधक ,ढंग,अभिनय ,,18.5,628 18.5.mp4,5,कर्म,कृष्ण,"यज्ञ, दान, तप त्यागने योग्य नहीं हैं, क्योंकि ये बुद्धिमान लोगों को पवित्र करते हैं।"
,629,18,मोक्ष संन्यास योग,6,त्याग ,तपस्या,दान,लगाव,कर्तव्य,अपेक्षा,निर्णय,18.6,629 18.6.mp4,5,कर्म,कृष्ण,"यज्ञ, दान, तप और कर्तव्य कर्म बिना किसी आसक्ति या अपेक्षा के किए जाने चाहिए।"
,630,18,मोक्ष संन्यास योग,7,उचित,निषेध ,घोषित,निर्धारित,कर्तव्य,अज्ञान,तामसिक,18.7,630 18.7.mp4,3,त्याग,कृष्ण,अज्ञानतावश कर्तव्य का परित्याग तामसिक है और यह उचित नहीं है।
,631,18,मोक्ष संन्यास योग,8,भौतिक,छानना,कर्तव्य,असहजता,डर,त्याग,राजसिक,18.8,631 18.8.mp4,4,त्याग,कृष्ण,तनाव या परेशानी के कारण अपने कर्तव्यों का त्याग राजसिक कहलाता है और यह सच्चा त्याग नहीं है।
,632,18,मोक्ष संन्यास योग,9,निर्धारित,कर्तव्य,अभिनय ,लगाव,फल,त्याग,सात्विक,18.9,632 18.9.mp4,5,त्याग,कृष्ण,सात्विक त्याग बिना किसी आसक्ति या अपेक्षा के निर्धारित कर्तव्य का पालन है
,633,18,मोक्ष संन्यास योग,10,प्रसन्नता,घृणा,अनुकूल,सुखद ,गुणवत्ता,संदेह,बुद्धिमान,18.10,633 18.10.mp4,4,त्याग,कृष्ण,"एक अच्छा, स्पष्ट और बुद्धिमान त्यागी न तो किसी कर्म से घृणा करता है और न ही उसके फल के आधार पर उससे आसक्ति रखता है।"
,634,18,मोक्ष संन्यास योग,11,कर्म,संपूर्णता,त्याग,रखने,फल,शरीर,,18.11,634 18.11.mp4,5,त्याग,कृष्ण,"चूँकि शरीरधारी कोई भी व्यक्ति सभी कर्मों का त्याग नहीं कर सकता, इसलिए फलों का त्याग ही सच्चा त्याग है।"
,635,18,मोक्ष संन्यास योग,12,सहमत,फल,कर्म,अप्रिय,त्याग,,,18.12,635 18.12.mp4,4,त्याग,कृष्ण,"कर्ता को सुखद, अप्रिय और मिश्रित फल प्राप्त होते हैं, जब तक कि वह सभी फलों का त्याग न कर दे।"
,636,18,मोक्ष संन्यास योग,13,सीखना,सांख्य,कर्म,बेअसर,कारकों,सहायक ,,18.13,636 18.13.mp4,1,कर्म,कृष्ण,"मन, वाणी या शरीर से किए जाने वाले सभी प्रकार के कार्यों के पाँच कारक"
,637,18,मोक्ष संन्यास योग,14,कारकों,शरीर,कर्ता,मन्तव्य,अंग,भाग्य ,पूरा ,18.14,637 18.14.mp4,4,कर्म,कृष्ण,"कर्म शरीर, कर्ता, इन्द्रियाँ, संकल्प और भाग्य के संयोग से संपन्न होते हैं"
,638,18,मोक्ष संन्यास योग,15,सही,कारण,कर्म,सहायक,अनुचित,अभिनय ,,18.15,638 18.15.mp4,1,कर्म,कृष्ण,"मन, वाणी या शरीर से किए जाने वाले सभी प्रकार के कार्यों के पाँच कारण"
,639,18,मोक्ष संन्यास योग,16,अशुद्ध,निरपेक्ष,निष्कलंक,समझ,कर्ता,दाहिनी,विकृत,18.16,639 18.16.mp4,3,आत्मा,कृष्ण,अशुद्ध विकृत बुद्धि ने अदूषित परम आत्मा को कर्ता मान लिया
,640,18,मोक्ष संन्यास योग,17,मस्तिष्क,मुक्त,कर्तापन,कारण,पाप,वस्तुओं,गतिविधियाँ,18.17,640 18.17.mp4,4,पाप,कृष्ण,"जो व्यक्ति कर्तापन की भावना और सांसारिक वस्तुओं के प्रति किसी भी प्रकार की आसक्ति से मुक्त है, उसे कोई पाप नहीं लगता।"
